index,date,location_key,country_code,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,new_recovered,cumulative_recovered,week,month,urban_population_porcentage,case_fatality_rate,percentage vaccinated,mortality_rate,active_cases
0,2021-01-02,AR,AR,Argentina,7767,166,1670634,46688,20334,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,27.740741,18.098765,33.962963,0.0,43.58135,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,53,1,0.92,28.0,0.045248292830466524,2.7946276682983826,1623946
1,2021-01-03,AR,AR,Argentina,4934,157,1675568,46845,20529,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.95679,17.950617,33.45679,13.1445,74.880846,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,53,1,0.92,28.0,0.04568221714943677,2.79576836034109,1628723
2,2021-01-04,AR,AR,Argentina,13953,157,1689521,47002,25164,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.894444,18.072222,30.244444,1.4986,60.805923,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,1,1,0.92,28.0,0.055996264423421836,2.7819719316895144,1642519
3,2021-01-05,AR,AR,Argentina,14085,160,1703606,47162,29852,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.104938,16.135802,30.685185,8.28675,72.972595,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,1,1,0.92,28.0,0.0664282501020501,2.7683631074321173,1656444
4,2021-01-06,AR,AR,Argentina,14496,131,1718102,47293,34162,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.919753,13.290123,26.580247,5.108222,52.241997,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,1,1,0.92,28.0,0.07601909017775142,2.752630519026228,1670809
5,2021-01-07,AR,AR,Argentina,13722,160,1731824,47453,42092,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.122222,12.755556,32.383333,0.0,39.691672,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,1,1,0.92,27.0,0.09366534581587474,2.7400590360221364,1684371
6,2021-01-08,AR,AR,Argentina,13932,162,1745756,47615,54090,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.833333,16.5,33.076389,3.265714,57.254261,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,1,1,0.92,27.0,0.12036393032359272,2.727471651250232,1698141
7,2021-01-09,AR,AR,Argentina,9959,158,1755715,47773,58552,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.728395,13.185185,29.364198,13.687778,61.715447,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,1,1,0.92,27.0,0.13029300884279904,2.7209997066722105,1707942
8,2021-01-10,AR,AR,Argentina,5174,165,1760889,47938,59043,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.895062,17.160494,32.462963,0.0,62.971625,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,1,1,0.92,27.0,0.13138560802543695,2.7223748913191006,1712951
9,2021-01-11,AR,AR,Argentina,13076,170,1773965,48108,67496,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.822222,16.9,32.977778,17.3736,69.595456,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,2,1,0.92,27.0,0.15019567093956765,2.7118911590702184,1725857
10,2021-01-12,AR,AR,Argentina,12787,172,1786752,48280,75681,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.866667,13.45,27.516667,3.0226,54.836353,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,2,1,0.92,27.0,0.168409366071729,2.7021097499820903,1738472
11,2021-01-13,AR,AR,Argentina,13374,155,1800126,48435,82837,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.622222,15.288889,28.655556,0.056444,60.0651,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,2,1,0.92,27.0,0.1843332759514781,2.6906449881841605,1751691
12,2021-01-14,AR,AR,Argentina,12131,149,1812257,48584,89912,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.244444,18.45,30.066667,0.7874,60.988179,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,2,1,0.92,27.0,0.2000769403448857,2.6808559713109124,1763673
13,2021-01-15,AR,AR,Argentina,11384,191,1823641,48775,97355,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.135802,18.067901,31.098765,18.683111,71.572632,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,2,1,0.92,27.0,0.2166394978120423,2.674594396594505,1774866
14,2021-01-16,AR,AR,Argentina,8426,174,1832067,48949,99874,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.777778,15.716667,28.572222,17.145,69.108272,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,2,1,0.92,27.0,0.22224490991197077,2.6717909334101866,1783118
15,2021-01-17,AR,AR,Argentina,4951,180,1837018,49129,100339,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.011111,10.211111,27.533333,1.1176,47.820175,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,2,1,0.92,27.0,0.22327965251874599,2.67438860152704,1787889
16,2021-01-18,AR,AR,Argentina,12019,186,1849037,49315,104504,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.666667,13.024691,30.62963,0.0,47.555531,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,3,1,0.92,27.0,0.23254783092136688,2.6670639906070024,1799722
17,2021-01-19,AR,AR,Argentina,12038,170,1861075,49485,110155,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.922222,14.522222,31.35,0.0,46.973155,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,3,1,0.92,27.0,0.2451227351598328,2.6589471138992247,1811590
18,2021-01-20,AR,AR,Argentina,11380,194,1872455,49679,118646,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.246914,15.283951,32.092593,0.0,50.731499,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,3,1,0.92,27.0,0.26401735768483975,2.653147872712562,1822776
19,2021-01-21,AR,AR,Argentina,10402,219,1882857,49898,124635,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.729167,16.152778,32.520833,0.0,48.963586,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,3,1,0.92,27.0,0.27734439740952077,2.6501215971260694,1832959
20,2021-01-22,AR,AR,Argentina,9964,184,1892821,50082,128560,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,27.083333,16.811111,33.344444,0.0,53.422138,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,3,1,0.92,26.0,0.2860785151118706,2.645892030995007,1842739
21,2021-01-23,AR,AR,Argentina,6677,176,1899498,50258,130257,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,28.388889,19.5,34.234568,0.0,54.38086,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,3,1,0.92,26.0,0.2898547693133706,2.645856957996271,1849240
22,2021-01-24,AR,AR,Argentina,3770,192,1903268,50450,130385,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,27.993827,20.697531,34.574074,0.889,57.949113,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,3,1,0.92,27.0,0.29013960168684855,2.650703947105715,1852818
23,2021-01-25,AR,AR,Argentina,10045,184,1913313,50634,136432,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,28.127778,20.022222,35.088889,0.508,59.380323,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,4,1,0.92,26.0,0.30359570608076175,2.646404430430358,1862679
24,2021-01-26,AR,AR,Argentina,10304,191,1923617,50825,141966,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,26.266667,19.977778,35.022222,4.953,64.937587,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,4,1,0.92,26.0,0.31591025572784553,2.642157976353921,1872792
25,2021-01-27,AR,AR,Argentina,9888,189,1933505,51014,146224,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,26.822222,18.116667,32.888889,0.056444,55.90692,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,4,1,0.92,26.0,0.32538538265182143,2.638420898833983,1882491
26,2021-01-28,AR,AR,Argentina,9265,168,1942770,51182,153122,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.805556,17.911111,33.111111,15.3162,65.169881,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,4,1,0.92,26.0,0.34073517727877917,2.634485811495957,1891588
27,2021-01-29,AR,AR,Argentina,8722,152,1951492,51334,163197,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.172222,15.266667,29.833333,33.8582,70.82816,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,4,1,0.92,26.0,0.3631546004255752,2.630500150653961,1900158
28,2021-01-30,AR,AR,Argentina,6385,167,1957877,51501,167354,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,19.530864,15.549383,29.296296,29.774444,82.897596,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,4,1,0.92,26.0,0.3724049768048537,2.630451248980401,1906376
29,2021-01-31,AR,AR,Argentina,3915,148,1961792,51649,167611,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.611111,13.839506,21.932099,4.430889,83.7624,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,4,1,0.92,26.0,0.3729768668047273,2.6327459791863768,1910143
30,2021-02-01,AR,AR,Argentina,8937,161,1970729,51810,176063,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.512346,13.691358,21.271605,12.220222,82.621228,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,5,2,0.92,26.0,0.39178470446594016,2.628976383866072,1918919
31,2021-02-02,AR,AR,Argentina,9149,161,1979878,51971,186296,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,18.533333,14.35,23.088889,7.2898,80.686225,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,5,2,0.92,26.0,0.41455571757374804,2.6249597197403074,1927907
32,2021-02-03,AR,AR,Argentina,8659,154,1988537,52125,197780,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.5,12.537037,26.117284,0.733778,66.220752,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,5,2,0.92,26.0,0.44011052208171875,2.6212738309621595,1936412
33,2021-02-04,AR,AR,Argentina,8113,165,1996650,52290,209559,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.233333,12.188889,28.416667,0.7366,57.056738,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,5,2,0.92,26.0,0.46632177620043935,2.6188866351138156,1944360
34,2021-02-05,AR,AR,Argentina,7688,166,2004338,52456,223224,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.166667,12.845679,29.45679,0.0,58.852108,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,5,2,0.92,26.0,0.49672985732212355,2.6171234592169585,1951882
35,2021-02-06,AR,AR,Argentina,5120,147,2009458,52603,227709,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.518519,15.185185,30.814815,0.0,58.008656,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,5,2,0.92,26.0,0.5067101166584391,2.617770563007537,1956855
36,2021-02-07,AR,AR,Argentina,2910,158,2012368,52761,228279,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.753086,16.382716,31.641975,0.0,55.237728,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,5,2,0.92,26.0,0.507978510821583,2.621836562696286,1959607
37,2021-02-08,AR,AR,Argentina,7383,120,2019751,52881,238001,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,19.25,15.327778,30.061111,1.1684,83.417133,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,6,2,0.92,26.0,0.5296124196883969,2.6181940249070306,1966870
38,2021-02-09,AR,AR,Argentina,7761,138,2027512,53019,246347,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,19.135802,14.395062,22.777778,6.999111,79.983422,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,6,2,0.92,26.0,0.5481843805403235,2.614978357711323,1974493
39,2021-02-10,AR,AR,Argentina,7122,156,2034634,53175,252792,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.513889,14.604167,23.0625,0.0,88.329804,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,6,2,0.92,26.0,0.5625261355955196,2.6134921563288533,1981459
40,2021-02-11,AR,AR,Argentina,7167,125,2041801,53300,260187,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.180877430420715,9.179742996763755,25.359978176375403,1.9471721860841424,57.165768626213584,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,6,2,0.92,26.0,0.5789818809226219,2.6104404885686705,1988501
41,2021-02-12,AR,AR,Argentina,7184,122,2048985,53422,266804,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.180877430420715,9.179742996763755,25.359978176375403,1.9471721860841424,57.165768626213584,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,6,2,0.92,26.0,0.593706379479679,2.6072421223190996,1995563
42,2021-02-13,AR,AR,Argentina,4902,148,2053887,53570,268110,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.759259,14.716049,28.790123,0.435429,65.746521,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,6,2,0.92,26.0,0.5966125597903206,2.6082252821114307,2000317
43,2021-02-14,AR,AR,Argentina,2716,126,2056603,53696,268175,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.372222,15.088889,31.244444,6.0452,60.954871,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,6,2,0.92,26.0,0.5967572012299774,2.610907404102785,2002907
44,2021-02-15,AR,AR,Argentina,3890,142,2060493,53838,268739,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.716049,16.759259,31.598765,0.028222,71.702272,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,7,2,0.92,26.0,0.5980122438756145,2.6128698326080215,2006655
45,2021-02-16,AR,AR,Argentina,3550,105,2064043,53943,269314,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.816667,14.211111,27.472222,0.3048,64.079028,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,7,2,0.92,26.0,0.5992917643033472,2.613462994714742,2010100
46,2021-02-17,AR,AR,Argentina,7890,131,2071933,54074,279766,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.072222,14.283333,30.588889,0.0,56.472677,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,7,2,0.92,26.0,0.6225501078001523,2.6098334260808627,2017859
47,2021-02-18,AR,AR,Argentina,7858,145,2079791,54219,307412,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.994444,15.638889,31.661111,5.7912,55.259962,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,7,2,0.92,26.0,0.6840694499655442,2.6069446401104726,2025572
48,2021-02-19,AR,AR,Argentina,7482,133,2087273,54352,337025,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.123457,16.419753,31.703704,0.6096,71.379728,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,7,2,0.92,26.0,0.7499658646202411,2.603971785195324,2032921
49,2021-02-20,AR,AR,Argentina,4884,115,2092157,54467,351450,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.166667,22.12963,27.32716,0.0,51.961867,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,7,2,0.92,26.0,0.7820651379594501,2.603389707368998,2037690
50,2021-02-21,AR,AR,Argentina,2981,131,2095138,54598,360572,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,26.845679,16.54321,29.993827,0.0,59.594203,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,7,2,0.92,26.0,0.8023638950755865,2.6059381291351693,2040540
51,2021-02-22,AR,AR,Argentina,7421,138,2102559,54736,389916,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.876543,17.512346,31.395062,0.451556,62.274628,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,8,2,0.92,26.0,0.8676617166953962,2.603303878749657,2047823
52,2021-02-23,AR,AR,Argentina,7131,129,2109690,54865,428144,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.444444,15.783333,31.161111,2.921,56.592614,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,8,2,0.92,26.0,0.9527286852369067,2.600619048296195,2054825
53,2021-02-24,AR,AR,Argentina,7017,118,2116707,54983,469262,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.65,13.5,30.255556,0.0,56.93425,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,8,2,0.92,26.0,1.044226634710848,2.597572550192351,2061724
54,2021-02-25,AR,AR,Argentina,7030,129,2123737,55112,504235,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.185185,15.432099,31.679012,0.0,59.441252,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,8,2,0.92,26.0,1.122050405004932,2.5950482569169346,2068625
55,2021-02-26,AR,AR,Argentina,6669,108,2130406,55220,540391,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.802469,17.462963,32.160494,0.0,58.852159,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,8,2,0.92,26.0,1.202506649500769,2.5919942020441176,2075186
