index,date,location_key,country_code,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,new_recovered,cumulative_recovered,week,month,urban_population_porcentage,case_fatality_rate,percentage vaccinated,mortality_rate,active_cases
428,2022-03-06,AR,AR,Argentina,1361,29,9005801,128238,33202288,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.228395,17.030864,27.716049,0.677333,76.934431,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,9,3,0.92,14.0,73.88348824950747,1.423948852522946,8877563
429,2022-03-07,AR,AR,Argentina,4542,26,9010343,128264,33217967,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.771605,16.037037,27.660494,9.2075,63.146415,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,10,3,0.92,14.0,73.9183779900056,1.4235196151800216,8882079
430,2022-03-08,AR,AR,Argentina,3482,24,9013825,128288,33229124,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.919753,12.969136,28.228395,0.056444,59.598734,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,10,3,0.92,14.0,73.94320513680944,1.4232359736293971,8885537
431,2022-03-09,AR,AR,Argentina,3706,38,9017531,128326,33241176,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.376543,16.765432,27.950617,2.88925,76.620663,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,10,3,0.92,14.0,73.97002388497472,1.4230724574165587,8889205
432,2022-03-10,AR,AR,Argentina,3614,29,9021145,128355,33255080,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,19.709877,13.148148,25.876543,0.0635,61.324745,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,10,3,0.92,14.0,74.00096380154375,1.422823821144655,8892790
433,2022-03-11,AR,AR,Argentina,3039,14,9024184,128369,33269188,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,18.54321,10.222222,26.018519,0.338667,56.81033,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,10,3,0.92,14.0,74.03235766970802,1.4224998071847825,8895815
434,2022-03-12,AR,AR,Argentina,1302,14,9025486,128383,33274584,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,19.91358,11.166667,27.283951,0.0,59.490517,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,10,3,0.92,14.0,74.04436513445245,1.4224497162812064,8897103
435,2022-03-13,AR,AR,Argentina,863,21,9026349,128404,33276925,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.858025,13.228395,27.944444,1.693333,62.621746,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,10,3,0.92,14.0,74.04957445153302,1.4225463695232703,8897945
436,2022-03-14,AR,AR,Argentina,3560,21,9029909,128425,33289700,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.691358,12.648148,30.950617,0.0,55.539958,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,11,3,0.92,14.0,74.07800205755785,1.4222180976574625,8901484
437,2022-03-15,AR,AR,Argentina,3537,13,9033446,128438,33302585,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.240741,14.351852,31.82716,0.0,53.103664,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,11,3,0.92,14.0,74.10667444140367,1.4218051450133207,8905008
438,2022-03-16,AR,AR,Argentina,3101,12,9036547,128450,33315136,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.685185,15.135802,32.648148,0.0,54.830733,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,11,3,0.92,14.0,74.13460359077492,1.421450029530085,8908097
439,2022-03-17,AR,AR,Argentina,2486,13,9039033,128463,33327525,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.833333,16.055556,32.505556,0.0,56.3231,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,11,3,0.92,14.0,74.1621722491735,1.4212029096475254,8910570
440,2022-03-18,AR,AR,Argentina,2252,11,9041285,128474,33339154,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.851852,12.339506,29.376543,14.478,64.87336,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,11,3,0.92,14.0,74.18804971535454,1.4209705810623159,8912811
441,2022-03-19,AR,AR,Argentina,1004,15,9042289,128489,33344211,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.54321,9.537037,22.962963,0.0,63.117898,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,11,3,0.92,14.0,74.19930281935984,1.4209786924527628,8913800
442,2022-03-20,AR,AR,Argentina,603,9,9042892,128498,33346223,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.95679,11.592593,22.981481,0.0,58.764395,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,11,3,0.92,14.0,74.20378002823045,1.4209834641395696,8914394
443,2022-03-21,AR,AR,Argentina,1995,11,9044887,128509,33356788,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,19.407407,13.82716,25.17284,0.0,60.754707,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,12,3,0.92,14.0,74.22728982530697,1.4207916583148026,8916378
444,2022-03-22,AR,AR,Argentina,1773,14,9046660,128523,33366964,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.123457,13.216049,27.851852,0.0,66.821795,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,12,3,0.92,14.0,74.24993399899846,1.4206679592247304,8918137
445,2022-03-23,AR,AR,Argentina,1583,8,9048243,128531,33377988,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.592593,13.549383,29.098765,0.0,71.642468,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,12,3,0.92,14.0,74.27446518716424,1.4205078267681361,8919712
446,2022-03-24,AR,AR,Argentina,769,4,9049012,128535,33379928,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,14.024691,7.444444,24.32716,15.52575,53.178025,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,12,3,0.92,14.0,74.27878217782477,1.420431313385373,8920477
447,2022-03-25,AR,AR,Argentina,1531,5,9050543,128540,33389504,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.388889,7.623457,23.376543,2.398889,48.059837,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,12,3,0.92,14.0,74.30009119976559,1.420246276936091,8922003
448,2022-03-26,AR,AR,Argentina,742,9,9051285,128549,33393431,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.592593,7.430556,26.969136,0.056444,51.331739,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,12,3,0.92,14.0,74.30882976797378,1.4202292823615652,8922736
449,2022-03-27,AR,AR,Argentina,476,9,9051761,128558,33395001,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.518519,9.123457,30.265432,0.0,48.009596,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,12,3,0.92,14.0,74.3123234150547,1.4202540257083678,8923203
450,2022-03-28,AR,AR,Argentina,1655,9,9053416,128567,33404759,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.716049,12.888889,30.895062,0.0,53.890351,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,13,3,0.92,14.0,74.33403743302657,1.4200938076854086,8924849
451,2022-03-29,AR,AR,Argentina,1531,9,9054947,128576,33413797,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.962963,15.62963,31.08642,0.0,52.175146,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,13,3,0.92,14.0,74.3541492688976,1.4199530930440565,8926371
452,2022-03-30,AR,AR,Argentina,1378,10,9056325,128586,33421407,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,12.54321,4.277778,24.901235,0.0,35.195918,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,13,3,0.92,14.0,74.37108344360203,1.4198474546794644,8927739
453,2022-03-31,AR,AR,Argentina,1303,13,9057628,128599,33430037,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,12.987654,2.592593,21.703704,0.0,40.790796,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,13,3,0.92,14.0,74.39028737628261,1.419786725619555,8929029
454,2022-04-01,AR,AR,Argentina,920,18,9058548,128617,33438222,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,14.796296,4.574074,23.314815,0.0,41.19853,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,13,4,0.92,14.0,74.40850107141478,1.41984123724906,8929931
455,2022-04-02,AR,AR,Argentina,455,9,9059003,128626,33440445,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.438272,6.604938,24.660494,0.0,47.444968,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,13,4,0.92,14.0,74.41344780865103,1.4198692725899307,8930377
456,2022-04-03,AR,AR,Argentina,344,10,9059347,128636,33441741,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.790123,9.388889,25.179012,0.0,48.732293,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,13,4,0.92,14.0,74.4163317364325,1.4199257407846282,8930711
457,2022-04-04,AR,AR,Argentina,1163,9,9060510,128645,33448819,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,15.901235,3.987654,25.950617,0.0,40.75446,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,14,4,0.92,14.0,74.43208207658466,1.4198428123803186,8931865
458,2022-04-05,AR,AR,Argentina,1043,9,9061553,128654,33456022,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,19.444444,8.537037,28.203704,0.0,52.526881,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,14,4,0.92,14.0,74.44811057335154,1.419778706806659,8932899
459,2022-04-06,AR,AR,Argentina,1214,8,9062767,128662,33462774,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.41358,11.5,29.777778,0.0,59.175373,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,14,4,0.92,14.0,74.4631354810525,1.4196767940740393,8934105
460,2022-04-07,AR,AR,Argentina,989,10,9063756,128672,33469174,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.061728,12.283951,30.469136,0.0,62.05744,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,14,4,0.92,14.0,74.47737709972641,1.4196322142829088,8935084
461,2022-04-08,AR,AR,Argentina,984,6,9064740,128678,33475587,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.314815,13.487654,29.604938,2.652889,61.812237,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,14,4,0.92,14.0,74.49164764668824,1.419544300222621,8936062
462,2022-04-09,AR,AR,Argentina,410,7,9065150,128685,33478268,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.87037,14.567901,30.185185,0.0,60.454979,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,14,4,0.92,14.0,74.49761354976084,1.4195573156539054,8936465
463,2022-04-10,AR,AR,Argentina,424,3,9065574,128688,33479445,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.462963,16.061728,29.950617,8.599714,72.808778,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,14,4,0.92,14.0,74.5002326724451,1.4195240146955945,8936886
464,2022-04-11,AR,AR,Argentina,1146,7,9066720,128695,33485419,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.111111,12.185185,26.135802,15.437556,76.209447,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,15,4,0.92,14.0,74.513526333376,1.4194217975188381,8938025
465,2022-04-12,AR,AR,Argentina,892,6,9067612,128701,33491687,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,13.691358,8.320988,21.179012,0.564444,73.871225,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,15,4,0.92,14.0,74.52747421866475,1.4193483355926566,8938911
466,2022-04-13,AR,AR,Argentina,996,5,9068608,128706,33498658,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,14.302469,4.209877,23.679012,1.298222,50.265467,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,15,4,0.92,14.0,74.5429864567547,1.4192475846348194,8939902
467,2022-04-14,AR,AR,Argentina,614,5,9069222,128711,33500371,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,15.87037,5.12963,24.820988,0.0,50.531321,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,15,4,0.92,14.0,74.54679831500289,1.419206630954673,8940511
468,2022-04-15,AR,AR,Argentina,380,3,9069602,128714,33501256,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.271605,7.450617,25.376543,0.0,51.250175,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,15,4,0.92,14.0,74.54876766383514,1.4191802462776206,8940888
469,2022-04-16,AR,AR,Argentina,431,4,9070033,128718,33502631,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.395062,8.438272,24.679012,0.112889,55.441869,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,15,4,0.92,14.0,74.5518273865971,1.4191569093519285,8941315
470,2022-04-17,AR,AR,Argentina,361,5,9070394,128723,33503054,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.024691,7.907407,24.740741,0.0,57.250791,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,15,4,0.92,14.0,74.55276866858134,1.4191555515669994,8941671
471,2022-04-18,AR,AR,Argentina,1415,0,9071809,128723,33510332,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.388889,8.740741,25.555556,0.0,57.115259,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,16,4,0.92,14.0,74.56896405931705,1.418934194932896,8943086
472,2022-04-19,AR,AR,Argentina,1179,5,9072988,128728,33518243,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,18.216049,10.024691,26.277778,0.0,59.120351,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,16,4,0.92,14.0,74.58656803514974,1.418804918511961,8944260
473,2022-04-20,AR,AR,Argentina,1163,7,9074151,128735,33526621,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,18.395062,12.358025,26.765432,1.143,65.881325,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,16,4,0.92,14.0,74.60521120409503,1.41870021779448,8945416
474,2022-04-21,AR,AR,Argentina,1117,6,9075268,128741,33534081,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,15.703704,7.567901,25.339506,4.543778,57.674367,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,16,4,0.92,14.0,74.6218115908618,1.4185917154182115,8946527
475,2022-04-22,AR,AR,Argentina,832,5,9076100,128746,33541137,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,15.444444,9.506173,23.234568,0.818444,64.879488,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,16,4,0.92,14.0,74.63751297544977,1.4185167638082437,8947354
476,2022-04-23,AR,AR,Argentina,577,2,9076677,128748,33543815,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.771605,7.067901,25.981481,1.143,58.935068,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,16,4,0.92,14.0,74.64347220276362,1.4184486238741336,8947929
477,2022-04-24,AR,AR,Argentina,363,3,9077040,128751,33544755,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.388889,9.746914,29.253086,0.0,56.720573,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,16,4,0.92,14.0,74.64556394050635,1.4184249491023506,8948289
478,2022-04-25,AR,AR,Argentina,1266,5,9078306,128756,33551251,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.462963,11.876543,29.845679,0.0,50.02051,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,17,4,0.92,14.0,74.66001918346036,1.4182822213747808,8949550
479,2022-04-26,AR,AR,Argentina,1243,4,9079549,128760,33557633,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.796296,10.932099,29.703704,0.0,61.545873,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,17,4,0.92,14.0,74.67422074758173,1.418132112068562,8950789
480,2022-04-27,AR,AR,Argentina,1399,8,9080948,128768,33563766,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.351852,8.098765,28.537037,3.273778,44.024768,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,17,4,0.92,14.0,74.68786822372657,1.418001732858728,8952180
481,2022-04-28,AR,AR,Argentina,1579,5,9082527,128773,33571206,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,12.024691,6.049383,21.839506,0.112889,43.652084,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,17,4,0.92,14.0,74.70442410543498,1.4178102635973446,8953754
482,2022-04-29,AR,AR,Argentina,1356,3,9083883,128776,33577705,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,10.222222,2.302469,18.506173,0.0,48.469785,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,17,4,0.92,14.0,74.71888602414774,1.4176316449694475,8955107
483,2022-04-30,AR,AR,Argentina,815,4,9084698,128780,33579604,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,13.401235,5.166667,19.574074,0.0,52.48585,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0,17,4,0.92,14.0,74.72311177943863,1.4175484974844512,8955918
