location_key,date,country_code,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,new_recovered,cumulative_recovered
AR,2021-01-02,AR,Argentina,7767,166,1670634,46688,20334,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,27.740741,18.098765,33.962963,0.0,43.58135,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-03,AR,Argentina,4934,157,1675568,46845,20529,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.95679,17.950617,33.45679,13.1445,74.880846,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-04,AR,Argentina,13953,157,1689521,47002,25164,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.894444,18.072222,30.244444,1.4986,60.805923,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-05,AR,Argentina,14085,160,1703606,47162,29852,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.104938,16.135802,30.685185,8.28675,72.972595,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-06,AR,Argentina,14496,131,1718102,47293,34162,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.919753,13.290123,26.580247,5.108222,52.241997,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-07,AR,Argentina,13722,160,1731824,47453,42092,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.122222,12.755556,32.383333,0.0,39.691672,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-08,AR,Argentina,13932,162,1745756,47615,54090,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.833333,16.5,33.076389,3.265714,57.254261,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-09,AR,Argentina,9959,158,1755715,47773,58552,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.728395,13.185185,29.364198,13.687778,61.715447,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-10,AR,Argentina,5174,165,1760889,47938,59043,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.895062,17.160494,32.462963,0.0,62.971625,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-11,AR,Argentina,13076,170,1773965,48108,67496,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.822222,16.9,32.977778,17.3736,69.595456,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-12,AR,Argentina,12787,172,1786752,48280,75681,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.866667,13.45,27.516667,3.0226,54.836353,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-13,AR,Argentina,13374,155,1800126,48435,82837,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.622222,15.288889,28.655556,0.056444,60.0651,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-14,AR,Argentina,12131,149,1812257,48584,89912,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.244444,18.45,30.066667,0.7874,60.988179,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-15,AR,Argentina,11384,191,1823641,48775,97355,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.135802,18.067901,31.098765,18.683111,71.572632,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-16,AR,Argentina,8426,174,1832067,48949,99874,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.777778,15.716667,28.572222,17.145,69.108272,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-17,AR,Argentina,4951,180,1837018,49129,100339,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.011111,10.211111,27.533333,1.1176,47.820175,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-18,AR,Argentina,12019,186,1849037,49315,104504,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.666667,13.024691,30.62963,0.0,47.555531,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-19,AR,Argentina,12038,170,1861075,49485,110155,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.922222,14.522222,31.35,0.0,46.973155,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-20,AR,Argentina,11380,194,1872455,49679,118646,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.246914,15.283951,32.092593,0.0,50.731499,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-21,AR,Argentina,10402,219,1882857,49898,124635,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.729167,16.152778,32.520833,0.0,48.963586,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-22,AR,Argentina,9964,184,1892821,50082,128560,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,27.083333,16.811111,33.344444,0.0,53.422138,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-23,AR,Argentina,6677,176,1899498,50258,130257,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,28.388889,19.5,34.234568,0.0,54.38086,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-24,AR,Argentina,3770,192,1903268,50450,130385,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,27.993827,20.697531,34.574074,0.889,57.949113,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-25,AR,Argentina,10045,184,1913313,50634,136432,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,28.127778,20.022222,35.088889,0.508,59.380323,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-26,AR,Argentina,10304,191,1923617,50825,141966,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,26.266667,19.977778,35.022222,4.953,64.937587,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-27,AR,Argentina,9888,189,1933505,51014,146224,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,26.822222,18.116667,32.888889,0.056444,55.90692,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-28,AR,Argentina,9265,168,1942770,51182,153122,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.805556,17.911111,33.111111,15.3162,65.169881,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-29,AR,Argentina,8722,152,1951492,51334,163197,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.172222,15.266667,29.833333,33.8582,70.82816,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-30,AR,Argentina,6385,167,1957877,51501,167354,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,19.530864,15.549383,29.296296,29.774444,82.897596,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-01-31,AR,Argentina,3915,148,1961792,51649,167611,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.611111,13.839506,21.932099,4.430889,83.7624,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-01,AR,Argentina,8937,161,1970729,51810,176063,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.512346,13.691358,21.271605,12.220222,82.621228,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-02,AR,Argentina,9149,161,1979878,51971,186296,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,18.533333,14.35,23.088889,7.2898,80.686225,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-03,AR,Argentina,8659,154,1988537,52125,197780,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.5,12.537037,26.117284,0.733778,66.220752,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-04,AR,Argentina,8113,165,1996650,52290,209559,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,22.233333,12.188889,28.416667,0.7366,57.056738,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-05,AR,Argentina,7688,166,2004338,52456,223224,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.166667,12.845679,29.45679,0.0,58.852108,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-06,AR,Argentina,5120,147,2009458,52603,227709,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.518519,15.185185,30.814815,0.0,58.008656,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-07,AR,Argentina,2910,158,2012368,52761,228279,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.753086,16.382716,31.641975,0.0,55.237728,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-08,AR,Argentina,7383,120,2019751,52881,238001,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,19.25,15.327778,30.061111,1.1684,83.417133,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-09,AR,Argentina,7761,138,2027512,53019,246347,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,19.135802,14.395062,22.777778,6.999111,79.983422,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-10,AR,Argentina,7122,156,2034634,53175,252792,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,16.513889,14.604167,23.0625,0.0,88.329804,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-11,AR,Argentina,7167,125,2041801,53300,260187,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.180877430420715,9.179742996763755,25.359978176375403,1.9471721860841424,57.165768626213584,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-12,AR,Argentina,7184,122,2048985,53422,266804,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,17.180877430420715,9.179742996763755,25.359978176375403,1.9471721860841424,57.165768626213584,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-13,AR,Argentina,4902,148,2053887,53570,268110,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.759259,14.716049,28.790123,0.435429,65.746521,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-14,AR,Argentina,2716,126,2056603,53696,268175,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.372222,15.088889,31.244444,6.0452,60.954871,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-15,AR,Argentina,3890,142,2060493,53838,268739,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.716049,16.759259,31.598765,0.028222,71.702272,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-16,AR,Argentina,3550,105,2064043,53943,269314,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,21.816667,14.211111,27.472222,0.3048,64.079028,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-17,AR,Argentina,7890,131,2071933,54074,279766,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.072222,14.283333,30.588889,0.0,56.472677,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-18,AR,Argentina,7858,145,2079791,54219,307412,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.994444,15.638889,31.661111,5.7912,55.259962,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-19,AR,Argentina,7482,133,2087273,54352,337025,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,20.123457,16.419753,31.703704,0.6096,71.379728,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-20,AR,Argentina,4884,115,2092157,54467,351450,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.166667,22.12963,27.32716,0.0,51.961867,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-21,AR,Argentina,2981,131,2095138,54598,360572,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,26.845679,16.54321,29.993827,0.0,59.594203,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-22,AR,Argentina,7421,138,2102559,54736,389916,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.876543,17.512346,31.395062,0.451556,62.274628,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-23,AR,Argentina,7131,129,2109690,54865,428144,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.444444,15.783333,31.161111,2.921,56.592614,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-24,AR,Argentina,7017,118,2116707,54983,469262,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.65,13.5,30.255556,0.0,56.93425,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-25,AR,Argentina,7030,129,2123737,55112,504235,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.185185,15.432099,31.679012,0.0,59.441252,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-26,AR,Argentina,6669,108,2130406,55220,540391,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.802469,17.462963,32.160494,0.0,58.852159,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-27,AR,Argentina,4540,115,2134946,55335,548570,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.728395,17.783951,32.271605,2.709333,60.587571,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-02-28,AR,Argentina,2553,117,2137499,55452,551500,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.302469,17.567901,31.62963,10.740571,71.860864,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-01,AR,Argentina,7466,123,2144965,55575,584867,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.623457,19.049383,30.537037,4.092222,75.061864,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-02,AR,Argentina,7245,141,2152210,55716,618243,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.308642,18.234568,30.561728,0.471714,72.826054,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-03,AR,Argentina,7505,122,2159715,55838,649765,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.919753,17.864198,30.697531,0.108857,74.282136,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-04,AR,Argentina,7120,112,2166835,55950,699163,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.919753,17.154321,31.611111,0.0,67.395154,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-05,AR,Argentina,7199,140,2174034,56090,748537,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,24.166667,17.41358,31.512346,0.0,68.54643,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-06,AR,Argentina,4757,94,2178791,56184,773432,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.030864,16.209877,31.518519,0.0,63.382957,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-07,AR,Argentina,2737,107,2181528,56291,778614,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,25.962963,17.12963,32.944444,0.0,58.773532,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
AR,2021-03-08,AR,Argentina,7188,121,2188716,56412,823142,44938712,19523766,20593330,3599141.0,41339571,16.515,0.825,6718871,7045513,6430658,5777148,4507125,3911943,2914251,1817557,994030,449663446954.0,10006,-34.0,-64.0,2780400,21.8,5.9,8.8,2.5996,3.9901,23.401235,17.814815,32.876543,1.49225,65.018267,15057273,2690269,55032,76.52,147.086,79.483,26.6,15.8,0,0
